,hashed_feedback_id,hashed_user_id,event_date,hashed_order_id,is_negative
154851,FB41086_0_6350,41086,2025-02-24,O41086_0_8843,False
154861,FB41088_0_1743,41088,2025-02-05,O41088_0_6175,False
155075,FB41138_1_2923,41138,2025-01-30,,False
155495,FB41252_0_1663,41252,2025-02-08,O41252_0_8143,False
155522,FB41256_1_6120,41256,2025-01-08,O41256_1_3028,False
155963,FB41383_0_5988,41383,2025-01-20,O41383_0_2012,True
156154,FB41436_0_3147,41436,2025-02-17,O41436_0_9970,False
156359,,41488,2025-01-09,O41488_0_7365,False
156453,FB41509_0_7844,41509,2025-02-21,O41509_0_3877,False
156719,FB41579_0_8423,41579,2025-01-30,O41579_0_5610,False
156725,FB41580_0_9153,41580,2025-02-02,O41580_0_9322,False
156863,FB41611_0_9120,41611,2025-02-05,O41611_0_5841,False
157162,FB41693_0_4119,41693,2025-02-22,O41693_0_8438,False
157461,FB41775_0_2027,41775,2025-02-16,O41775_0_5094,True
157582,FB41805_0_8476,41805,2025-01-26,O41805_0_8903,True
157926,FB41896_1_4882,41896,2025-02-02,O41896_1_4450,False
157976,FB41911_0_9937,41911,2025-01-13,O41911_0_7166,False
158085,FB41940_0_8117,41940,2025-02-26,O41940_0_2490,False
158262,FB41985_1_8835,41985,2025-01-13,O41985_1_1522,False
158341,FB42001_1_6411,42001,2025-02-01,O42001_1_7907,False
158479,FB42033_0_6630,42033,2025-01-20,O42033_0_3847,True
158485,FB42034_0_9832,42034,2025-01-11,O42034_0_4147,False
158547,FB42051_0_1445,42051,2025-01-17,O42051_0_1037,False
158578,FB42059_0_6320,42059,2025-01-21,O42059_0_6700,True
158823,FB42118_0_5217,42118,2025-01-04,O42118_0_9753,False
158979,FB42161_0_7026,42161,2025-02-28,O42161_0_4552,False
159085,FB42185_0_3789,42185,2025-01-29,O42185_0_3285,False
159105,FB42189_1_5069,42189,2025-02-20,O42189_1_1783,False
159484,FB42285_0_3593,42285,2025-01-30,O42285_0_9996,False
159575,FB42305_0_8062,42305,2025-02-26,O42305_0_8549,False
159714,FB42346_0_3920,42346,2025-02-16,O42346_0_2385,False
159802,FB42372_0_8370,42372,2025-02-12,O42372_0_9266,False
159842,FB42385_0_6736,42385,2025-02-20,O42385_0_3697,False
159905,FB42399_0_2590,42399,2025-02-27,O42399_0_4166,False
160077,FB42451_0_2459,42451,2025-02-27,O42451_0_4674,False
160097,FB42454_0_8114,42454,2025-01-30,O42454_0_6008,False
160692,FB42613_0_5098,42613,2025-02-22,O42613_0_4105,False
160876,FB42662_0_3195,42662,2025-02-16,O42662_0_9707,True
160973,FB42687_0_6718,42687,2025-02-05,O42687_0_9710,True
161094,FB42717_0_6271,42717,2025-02-09,O42717_0_4727,False
161175,FB42741_0_1715,42741,2025-01-22,O42741_0_2255,True
161205,FB42748_0_5834,42748,2025-02-03,O42748_0_9739,False
161240,FB42754_1_9267,42754,2025-02-25,O42754_1_2442,False
161309,FB42774_1_3897,42774,2025-02-01,O42774_1_4416,False
161829,FB42895_0_3030,42895,2025-01-06,O42895_0_3792,True
161881,FB42908_0_3655,42908,2025-02-04,O42908_0_3320,False
162101,FB42971_0_4730,42971,2025-02-02,O42971_0_1603,True
162417,FB43050_0_8803,43050,2025-02-09,O43050_0_5319,False
162670,FB43114_0_9666,43114,2025-02-28,O43114_0_6007,False
163068,FB43204_2_6065,43204,2025-02-28,O43204_2_7664,True
163097,FB43209_2_8259,43209,2025-01-29,O43209_2_9326,True
163219,FB43241_0_9487,43241,2025-02-01,O43241_0_7067,False
163231,,43244,2025-01-09,O43244_0_2154,True
163328,FB43267_0_6698,43267,2025-01-31,O43267_0_8539,True
163762,FB43393_0_8099,43393,2025-01-16,O43393_0_2626,False
163956,FB43446_2_8109,43446,2025-01-12,O43446_2_1395,False
164120,FB43488_0_3102,43488,2025-02-17,O43488_0_2443,False
164146,FB43494_0_4794,43494,2025-01-23,O43494_0_3903,True
164157,FB43495_0_7461,43495,2025-01-20,O43495_0_6501,True
164175,FB43499_0_9255,43499,2025-02-21,O43499_0_4749,False
164984,FB43703_0_3284,43703,2025-01-22,O43703_0_8345,True
164992,FB43706_0_1703,43706,2025-01-24,O43706_0_1824,False
165063,FB43722_0_1978,43722,2025-01-20,O43722_0_2782,True
165314,FB43784_1_6598,43784,2025-01-23,O43784_1_2399,False
165648,FB43877_0_3570,43877,2025-01-30,O43877_0_3787,False
165692,FB43887_0_2542,43887,2025-02-12,O43887_0_1728,False
165704,FB43891_0_6704,43891,2025-01-08,O43891_0_2356,False
165902,FB43951_0_2927,43951,2025-01-02,O43951_0_7966,True
166064,FB43999_0_5787,43999,2025-01-15,O43999_0_5190,True
166175,FB44031_0_6982,44031,2025-01-06,O44031_0_3005,True
166501,FB44117_0_4376,44117,2025-02-27,O44117_0_8429,False
166513,FB44120_0_2171,44120,2025-01-03,O44120_0_5033,False
166761,FB44182_0_6584,44182,2025-01-30,O44182_0_2351,False
166771,FB44184_0_6114,44184,2025-01-14,O44184_0_5170,False
167109,FB44278_0_9972,44278,2025-01-26,O44278_0_5369,False
167312,FB44325_0_2695,44325,2025-01-19,O44325_0_1034,False
167389,,44345,2025-01-11,O44345_0_4003,False
167824,FB44449_0_5290,44449,2025-02-06,O44449_0_1522,False
167932,FB44475_0_7156,44475,2025-01-26,O44475_0_8431,False
168001,FB44491_0_4665,44491,2025-01-07,O44491_0_9194,False
168108,FB44519_1_4837,44519,2025-01-07,O44519_1_7984,True
168401,FB44597_0_8545,44597,2025-01-07,O44597_0_8638,True
168906,FB44729_0_6620,44729,2025-02-23,O44729_0_2601,False
169006,FB44757_0_2239,44757,2025-01-30,O44757_0_5856,True
169072,FB44780_0_5436,44780,2025-01-22,O44780_0_1435,False
169279,FB44839_0_1190,44839,2025-01-05,O44839_0_7064,False
169531,FB44912_0_7705,44912,2025-02-28,O44912_0_2812,False
169601,FB44933_0_7070,44933,2025-01-31,O44933_0_2831,True
169670,FB44952_0_4433,44952,2025-02-07,O44952_0_4113,False
169704,FB44960_0_1300,44960,2025-02-06,O44960_0_9482,False
169923,FB45022_0_4439,45022,2025-01-07,O45022_0_2464,False
169957,FB45031_0_1078,45031,2025-01-02,O45031_0_5475,True
170103,FB45062_0_5810,45062,2025-01-17,O45062_0_5897,False
170149,FB45076_0_7316,45076,2025-01-20,O45076_0_8113,False
170441,FB45155_1_1073,45155,2025-01-24,O45155_1_5033,False
170544,FB45183_0_1367,45183,2025-01-07,O45183_0_4430,True
170577,FB45192_0_1427,45192,2025-01-06,O45192_0_3233,False
170673,FB45220_0_6879,45220,2025-01-17,O45220_0_3226,True
170694,FB45223_0_2707,45223,2025-02-05,O45223_0_2950,False
170702,FB45224_0_5491,45224,2025-01-12,O45224_0_7727,False
170827,FB45257_0_3437,45257,2025-01-29,O45257_0_6731,False
171046,FB45312_1_3330,45312,2025-01-14,O45312_1_7274,False
171360,FB45393_0_4608,45393,2025-02-26,O45393_0_2362,False
171564,FB45447_0_9430,45447,2025-02-24,O45447_0_4059,False
171626,FB45465_0_7230,45465,2025-02-04,O45465_0_5057,True
171632,FB45466_0_4508,45466,2025-01-30,O45466_0_3072,False
172062,FB45578_1_5398,45578,2025-01-06,O45578_1_6785,False
172123,FB45594_0_5698,45594,2025-01-08,O45594_0_3708,False
172469,FB45694_2_7678,45694,2025-02-20,O45694_2_1268,False
173085,FB45854_1_2021,45854,2025-01-29,O45854_1_3319,False
173138,FB45872_0_9887,45872,2025-02-06,O45872_0_4722,False
173364,FB45932_0_8837,45932,2025-02-13,O45932_0_6108,False
173370,FB45932_1_5847,45932,2025-02-20,O45932_1_6921,False
173390,FB45939_0_5539,45939,2025-01-06,O45939_0_6387,False
173468,FB45961_0_6241,45961,2025-01-04,O45961_0_9277,False
173996,FB46109_1_6925,46109,2025-01-17,O46109_1_9000,False
174404,FB46216_0_9220,46216,2025-02-04,O46216_0_3083,False
174462,FB46231_1_2752,46231,2025-01-16,O46231_1_9716,True
174536,FB46253_0_8192,46253,2025-01-23,O46253_0_4594,True
174730,FB46295_0_7067,46295,2025-01-26,,False
174809,FB46314_0_2723,46314,2025-01-01,O46314_0_2225,False
175071,FB46381_0_2079,46381,2025-02-04,O46381_0_1722,False
175077,FB46382_0_7331,46382,2025-01-20,O46382_0_6397,True
175422,FB46480_0_1717,46480,2025-01-12,O46480_0_5881,False
175858,FB46615_0_1857,46615,2025-01-19,O46615_0_2454,False
175874,FB46618_1_6458,46618,2025-01-04,O46618_1_9156,False
175913,FB46625_0_3939,46625,2025-02-26,O46625_0_2289,True
176002,FB46647_0_8006,46647,2025-01-28,O46647_0_1004,False
176063,FB46660_0_3386,46660,2025-01-16,O46660_0_7667,False
176399,FB46754_0_5854,46754,2025-02-03,O46754_0_3856,False
176521,FB46790_0_4492,46790,2025-02-24,O46790_0_9598,True
176777,FB46854_0_7618,46854,2025-02-16,O46854_0_8214,False
176825,FB46865_0_9174,46865,2025-02-28,O46865_0_5363,True
176903,FB46886_0_5648,46886,2025-02-11,O46886_0_6360,False
176950,FB46895_0_2026,46895,2025-02-25,O46895_0_1425,True
177262,FB46974_0_4214,46974,2025-02-25,O46974_0_1352,False
177292,FB46981_0_2732,46981,2025-02-21,O46981_0_9019,False
177356,FB47000_0_1084,47000,2025-01-30,O47000_0_3570,False
177385,FB47009_0_6114,47009,2025-01-22,O47009_0_4787,False
177868,FB47127_0_1542,47127,2025-01-16,O47127_0_8330,True
177952,FB47148_0_7172,47148,2025-01-02,O47148_0_3168,False
177985,FB47153_1_3653,47153,2025-01-21,O47153_1_9242,True
178211,FB47222_0_9570,47222,2025-01-23,O47222_0_9468,True
178277,FB47236_0_4064,47236,2025-02-08,O47236_0_1891,True
178692,FB47361_0_8843,47361,2025-01-06,O47361_0_6127,False
179018,FB47457_0_5988,47457,2025-01-16,O47457_0_4464,False
179068,FB47474_0_8810,47474,2025-02-22,O47474_0_9140,True
179083,FB47478_0_5421,47478,2025-02-02,O47478_0_6852,False
179221,FB47517_0_9470,47517,2025-01-20,,False
179294,FB47533_0_8743,47533,2025-01-31,O47533_0_6279,False
179306,,47537,2025-02-26,O47537_0_6315,False
179407,FB47562_0_8716,47562,2025-01-15,O47562_0_5553,False
179632,FB47631_0_7171,47631,2025-01-29,O47631_0_6804,True
179817,FB47679_0_1252,47679,2025-01-08,O47679_0_3197,True
179866,FB47688_1_1072,47688,2025-02-26,O47688_1_1175,False
179917,FB47703_0_4634,47703,2025-02-04,O47703_0_8988,False
180010,FB47725_0_8949,47725,2025-02-19,O47725_0_1034,True
180245,FB47783_0_3368,47783,2025-01-31,O47783_0_1438,True
180408,FB47831_0_6165,47831,2025-01-28,O47831_0_8931,True
180484,FB47851_0_1445,47851,2025-01-30,O47851_0_8619,False
180591,FB47879_0_3313,47879,2025-02-14,O47879_0_7014,False
180701,FB47905_0_1999,47905,2025-01-25,O47905_0_7065,True
180848,FB47938_0_9800,47938,2025-01-21,O47938_0_5871,False
181035,FB47985_0_5110,47985,2025-01-30,O47985_0_6298,True
181069,FB47992_0_9837,47992,2025-02-03,O47992_0_7985,True
181244,FB48040_0_3433,48040,2025-02-19,O48040_0_4420,False
181458,FB48096_0_7145,48096,2025-02-28,O48096_0_4764,False
181492,FB48106_0_5803,48106,2025-01-30,O48106_0_1504,False
181503,FB48109_0_3436,48109,2025-01-06,O48109_0_6530,False
181828,FB48200_0_1040,48200,2025-01-29,O48200_0_4680,True
182461,FB48373_0_3337,48373,2025-01-24,O48373_0_9299,False
182550,FB48395_0_1116,48395,2025-01-08,O48395_0_3381,False
183056,FB48527_0_4162,48527,2025-02-05,O48527_0_7233,True
183199,FB48558_1_9392,48558,2025-01-19,O48558_1_7362,False
183289,FB48584_0_5550,48584,2025-01-27,O48584_0_8460,False
183636,FB48675_0_5057,48675,2025-01-27,O48675_0_4878,True
183704,FB48691_0_2052,48691,2025-01-21,O48691_0_7715,False
183921,FB48751_1_9691,48751,2025-01-11,O48751_1_4141,False
184018,FB48775_0_4356,48775,2025-02-21,O48775_0_3740,True
184866,FB49010_0_9155,49010,2025-02-05,O49010_0_5564,False
184956,FB49037_0_5407,49037,2025-01-01,O49037_0_4617,False
185199,FB49100_0_3392,49100,2025-01-08,O49100_0_9543,True
185238,FB49109_0_4980,49109,2025-02-25,O49109_0_2943,False
185244,FB49110_0_5724,49110,2025-02-02,O49110_0_3050,False
185526,FB49183_0_4328,49183,2025-01-15,O49183_0_2320,True
185617,FB49210_0_6791,49210,2025-02-19,O49210_0_7616,True
185820,FB49263_0_3812,49263,2025-01-25,O49263_0_3886,False
186150,FB49355_0_2202,49355,2025-02-04,O49355_0_5612,True
186217,FB49371_0_6769,49371,2025-02-13,O49371_0_8227,False
186343,FB49405_0_1579,49405,2025-02-06,O49405_0_6794,False
186953,FB49565_0_1330,49565,2025-01-11,O49565_0_2479,False
187153,FB49617_0_9362,49617,2025-02-11,O49617_0_9182,False
187159,FB49618_0_3868,49618,2025-01-05,O49618_0_2398,True
187453,FB49695_0_4720,49695,2025-01-17,O49695_0_8365,True
187942,FB49823_0_6995,49823,2025-02-20,O49823_0_6949,True
187993,FB49836_0_4354,49836,2025-01-21,O49836_0_7829,False
188028,FB49845_0_6729,49845,2025-02-07,O49845_0_6418,True
188141,FB49879_0_4891,49879,2025-01-24,O49879_0_8791,True
188318,FB49919_0_8103,49919,2025-01-02,O49919_0_4186,True
188467,FB49961_0_7756,49961,2025-01-10,O49961_0_3309,False
188838,FB50067_0_8381,50067,2025-01-25,O50067_0_5328,False
188853,FB50071_0_6179,50071,2025-01-13,O50071_0_8804,True
188859,FB50072_0_1805,50072,2025-01-25,O50072_0_2537,False
188969,FB50097_1_1300,50097,2025-01-04,O50097_1_4942,False
188980,,50100,2025-02-01,,False
189182,FB50156_0_8094,50156,2025-01-28,O50156_0_2659,False
189254,FB50177_0_9343,50177,2025-01-11,O50177_0_1084,True
189274,FB50182_0_6764,50182,2025-02-14,O50182_0_9852,False
189504,FB50250_0_3657,50250,2025-02-21,O50250_0_2550,False
189694,FB50296_0_2690,50296,2025-01-12,O50296_0_5469,False
189891,FB50347_0_4644,50347,2025-02-24,O50347_0_4067,True
190183,FB50422_0_8735,50422,2025-02-10,O50422_0_8978,False
190200,FB50424_2_3107,50424,2025-02-01,O50424_2_5652,False
190288,FB50441_0_8143,50441,2025-02-02,O50441_0_3792,False
190721,FB50558_0_1504,50558,2025-01-05,O50558_0_2384,False
190830,FB50580_1_1672,50580,2025-01-23,O50580_1_5254,True
191085,FB50643_1_6523,50643,2025-01-10,O50643_1_9145,False
191188,FB50668_0_9754,50668,2025-01-13,O50668_0_3081,False
191404,FB50723_0_2064,50723,2025-02-19,O50723_0_3281,True
191567,FB50765_0_1265,50765,2025-01-25,O50765_0_4498,True
191741,FB50810_0_6325,50810,2025-01-02,O50810_0_9503,False
191922,FB50852_0_8787,50852,2025-02-15,O50852_0_1935,False
192472,FB51006_0_7532,51006,2025-01-22,O51006_0_9636,False
192488,FB51010_0_3887,51010,2025-02-19,O51010_0_8607,False
192515,FB51017_0_9015,51017,2025-01-26,O51017_0_1931,False
192827,FB51110_1_1238,51110,2025-02-17,O51110_1_5456,False
192936,FB51135_0_9643,51135,2025-01-23,O51135_0_7613,True
192992,FB51151_0_4201,51151,2025-01-01,O51151_0_3388,False
193039,FB51162_0_4947,51162,2025-01-10,O51162_0_3018,False
193174,FB51202_0_2703,51202,2025-02-17,O51202_0_9774,False
193259,FB51222_0_7820,51222,2025-01-15,O51222_0_4349,False
193265,FB51222_1_8739,51222,2025-01-17,O51222_1_4120,False
193322,FB51237_0_4393,51237,2025-01-21,O51237_0_6737,True
193335,FB51241_0_1918,51241,2025-01-19,O51241_0_8600,False
193453,FB51279_0_8560,51279,2025-02-13,O51279_0_8129,False
193685,FB51345_0_1209,51345,2025-01-16,O51345_0_5803,False
193744,FB51357_1_6991,51357,2025-02-04,O51357_1_3286,False
193759,FB51361_0_9285,51361,2025-01-10,O51361_0_8917,False
193767,FB51364_0_7697,51364,2025-01-29,O51364_0_9343,False
194335,FB51509_0_5331,51509,2025-02-17,O51509_0_2555,False
194433,FB51537_0_9990,51537,2025-01-20,O51537_0_8333,True
194449,FB51539_0_4478,51539,2025-02-23,O51539_0_2594,False
194595,FB51586_0_4933,51586,2025-02-05,O51586_0_1927,False
194636,FB51595_0_7305,51595,2025-01-20,O51595_0_6318,True
194748,FB51624_0_3049,51624,2025-02-27,O51624_0_8922,False
195041,FB51698_0_5372,51698,2025-01-05,O51698_0_3101,False
195133,FB51720_0_6389,51720,2025-02-22,O51720_0_8818,False
195357,FB51785_0_8559,51785,2025-02-14,O51785_0_4344,False
195762,FB51890_0_1563,51890,2025-01-09,O51890_0_1463,False
196555,,52096,2025-01-24,,
196726,FB52139_0_8929,52139,2025-01-24,O52139_0_9140,True
196961,FB52196_0_8057,52196,2025-01-15,O52196_0_3600,True
197462,FB52336_0_6013,52336,2025-01-13,O52336_0_9759,True
197529,FB52349_0_9064,52349,2025-01-24,O52349_0_4155,False
197891,FB52440_0_7723,52440,2025-01-18,O52440_0_1956,False
198100,,52495,2025-02-05,,
198660,FB52656_0_7603,52656,2025-02-23,O52656_0_8886,True
198784,FB52688_0_4796,52688,2025-02-22,O52688_0_6050,False
199076,FB52766_0_1414,52766,2025-01-31,O52766_0_3426,False
199656,FB52907_0_4233,52907,2025-01-21,O52907_0_8252,False
199881,FB52968_0_8724,52968,2025-01-07,O52968_0_8940,False
200169,FB53042_0_5610,53042,2025-02-06,O53042_0_7395,False
200238,FB53058_0_3105,53058,2025-01-05,O53058_0_3621,False
200459,FB53116_0_9931,53116,2025-01-28,O53116_0_5282,True
200567,FB53145_0_4404,53145,2025-01-14,O53145_0_6350,False
200614,FB53161_0_9409,53161,2025-01-01,O53161_0_3913,True
200753,FB53197_0_2631,53197,2025-01-02,O53197_0_9473,False
200873,FB53232_1_9503,53232,2025-02-22,O53232_1_6470,False
200987,FB53263_0_2508,53263,2025-01-05,O53263_0_6452,True
201036,FB53275_1_8794,53275,2025-01-05,O53275_1_7303,True
201079,FB53285_0_4844,53285,2025-02-28,O53285_0_9758,False
201110,FB53292_0_6072,53292,2025-02-03,O53292_0_1308,False
201179,FB53310_0_5537,53310,2025-02-03,O53310_0_1002,False
201671,FB53432_0_1887,53432,2025-01-30,O53432_0_5289,True
202509,FB53673_0_8022,53673,2025-01-27,O53673_0_4206,False
202851,FB53758_0_3556,53758,2025-01-04,O53758_0_4146,False
202944,FB53789_0_5041,53789,2025-01-22,O53789_0_2369,True
203112,FB53837_0_5727,53837,2025-02-20,O53837_0_6358,False
203152,FB53848_0_3965,53848,2025-02-12,O53848_0_3801,True
203593,FB53967_0_1558,53967,2025-01-03,O53967_0_2691,True
203905,FB54054_0_7288,54054,2025-01-19,O54054_0_9487,False
204000,FB54075_0_4379,54075,2025-02-04,O54075_0_9424,True
204453,FB54195_0_5012,54195,2025-02-02,O54195_0_7277,False
204626,FB54235_0_8373,54235,2025-01-25,O54235_0_5748,False
205504,FB54470_0_1809,54470,2025-02-04,O54470_0_9070,True
205885,FB54576_0_1455,54576,2025-02-01,O54576_0_3961,False
205913,FB54581_0_3876,54581,2025-02-10,O54581_0_3390,False
206563,FB54744_0_7971,54744,2025-01-06,O54744_0_2569,False
206713,,54783,2025-01-14,O54783_0_9234,False
206743,FB54793_0_3944,54793,2025-01-23,O54793_0_5990,False
206896,FB54835_0_2572,54835,2025-01-23,O54835_0_8679,True
206982,FB54860_0_6944,54860,2025-02-01,O54860_0_1124,False
207036,FB54876_0_9561,54876,2025-01-31,O54876_0_2451,True
207158,FB54912_0_3753,54912,2025-02-19,O54912_0_3429,False
207294,FB54946_0_7917,54946,2025-02-16,O54946_0_8928,False
207636,FB55035_0_3380,55035,2025-02-05,O55035_0_5881,False
207731,FB55063_1_8932,55063,2025-02-08,O55063_1_4206,True
207773,FB55073_0_1978,55073,2025-01-09,O55073_0_2526,False
208017,FB55135_0_3067,55135,2025-02-11,O55135_0_2468,False
208076,FB55147_0_7232,55147,2025-02-12,O55147_0_6054,False
208418,FB55226_0_7796,55226,2025-01-07,O55226_0_7084,False
208570,FB55264_0_3758,55264,2025-01-02,O55264_0_4859,False
208633,FB55282_0_7734,55282,2025-01-12,O55282_0_3126,False
208682,FB55297_0_2404,55297,2025-02-02,O55297_0_8797,False
208699,,55299,2025-02-02,O55299_0_1270,False
208731,FB55304_0_8619,55304,2025-01-07,O55304_0_9517,False
208750,FB55311_0_7688,55311,2025-02-04,O55311_0_3424,False
208826,FB55329_0_6712,55329,2025-01-23,O55329_0_7401,True
208902,FB55348_0_4845,55348,2025-01-15,O55348_0_7241,False
209049,FB55385_0_3013,55385,2025-02-13,O55385_0_8125,False
209154,FB55412_0_6946,55412,2025-01-17,O55412_0_8780,True
209438,FB55486_0_6925,55486,2025-01-14,O55486_0_2238,True
209807,FB55591_0_8230,55591,2025-02-13,O55591_0_4892,False
210659,FB55808_0_2947,55808,2025-02-22,O55808_0_9071,True
210753,FB55838_0_1124,55838,2025-01-23,O55838_0_7299,False
211027,FB55909_0_7004,55909,2025-01-19,O55909_0_6642,False
211139,FB55936_0_1457,55936,2025-02-24,O55936_0_4731,False
211241,FB55962_0_7045,55962,2025-02-15,O55962_0_3480,False
211332,FB55983_1_5262,55983,2025-01-31,O55983_1_5809,True
211546,FB56035_0_6797,56035,2025-01-19,O56035_0_2246,False
211821,FB56109_0_1766,56109,2025-02-13,O56109_0_2533,True
212112,FB56185_0_9962,56185,2025-01-17,O56185_0_9326,False
212136,FB56193_0_4121,56193,2025-02-27,O56193_0_4250,False
212430,FB56276_1_8136,56276,2025-02-22,O56276_1_1153,False
212478,FB56286_0_4266,56286,2025-02-04,O56286_0_7970,False
212841,FB56387_0_1140,56387,2025-02-19,O56387_0_2605,True
212871,FB56395_1_2645,56395,2025-02-06,O56395_1_8979,False
213098,FB56457_0_1618,56457,2025-01-03,O56457_0_8660,True
213136,FB56465_0_8309,56465,2025-01-29,O56465_0_4813,True
213143,FB56467_0_2222,56467,2025-02-01,O56467_0_7233,False
213152,FB56469_0_5947,56469,2025-01-14,O56469_0_9356,False
213544,FB56565_0_4178,56565,2025-01-05,O56565_0_4677,False
213572,FB56572_0_8199,56572,2025-02-11,O56572_0_9239,False
213617,FB56587_1_1755,56587,2025-01-31,O56587_1_2430,False
213664,FB56600_0_5100,56600,2025-01-28,O56600_0_4948,False
213722,FB56614_0_3942,56614,2025-01-12,O56614_0_9633,False
214496,FB56821_0_4441,56821,2025-01-30,O56821_0_7156,True
214687,FB56864_1_6147,56864,2025-02-22,O56864_1_8109,True
214700,FB56867_0_2287,56867,2025-01-03,O56867_0_5781,True
214833,FB56904_0_8731,56904,2025-01-12,O56904_0_3158,False
214935,FB56924_0_7063,56924,2025-01-05,O56924_0_6579,False
214958,FB56928_0_1839,56928,2025-01-12,O56928_0_3324,False
215064,FB56953_0_9567,56953,2025-01-17,O56953_0_9222,False
215209,FB56988_0_8695,56988,2025-01-08,O56988_0_2039,False
215413,FB57033_0_5212,57033,2025-02-08,O57033_0_7015,True
215483,FB57046_0_3538,57046,2025-02-19,O57046_0_5335,False
215568,FB57062_0_2880,57062,2025-01-03,O57062_0_9371,True
215688,FB57093_0_9355,57093,2025-01-16,O57093_0_4948,True
215771,FB57115_0_7868,57115,2025-02-25,O57115_0_7290,False
215796,FB57121_0_4869,57121,2025-01-23,O57121_0_5527,False
215811,FB57124_0_6499,57124,2025-02-13,O57124_0_2085,False
215833,FB57128_0_1502,57128,2025-01-28,O57128_0_6899,False
215988,FB57158_1_5189,57158,2025-01-13,O57158_1_7528,True
216042,FB57172_0_5768,57172,2025-01-07,O57172_0_2289,True
216562,FB57313_0_7209,57313,2025-02-18,O57313_0_4110,True
216636,FB57329_0_9610,57329,2025-01-18,O57329_0_5415,False
216650,FB57333_0_5632,57333,2025-01-09,O57333_0_8004,False
216874,FB57394_0_8088,57394,2025-02-09,,True
217159,FB57474_0_7615,57474,2025-01-06,O57474_0_2740,False
217552,FB57575_0_8184,57575,2025-01-30,O57575_0_9797,True
218007,FB57695_0_2783,57695,2025-02-17,O57695_0_2309,False
218213,FB57747_0_9982,57747,2025-01-04,O57747_0_4632,False
218251,FB57759_0_8262,57759,2025-01-25,O57759_0_7604,False
218579,FB57841_1_5400,57841,2025-01-22,O57841_1_1055,True
218640,FB57856_0_4806,57856,2025-02-13,O57856_0_2387,True
218810,FB57901_0_5357,57901,2025-01-05,O57901_0_8516,False
218838,FB57908_0_5787,57908,2025-01-07,O57908_0_8412,False
219039,FB57963_0_1799,57963,2025-02-10,O57963_0_4476,False
219110,FB57981_1_3878,57981,2025-01-24,O57981_1_9344,False
219356,FB58053_0_8614,58053,2025-01-25,O58053_0_3937,False
219799,FB58170_1_9423,58170,2025-02-20,O58170_1_8348,False
219968,FB58210_0_2340,58210,2025-01-20,O58210_0_3457,False
219974,FB58210_1_9126,58210,2025-01-27,O58210_1_2551,False
220092,,58240,2025-01-01,O58240_0_3370,False
220168,FB58256_0_1498,58256,2025-02-17,O58256_0_8884,False
220313,FB58290_0_5555,58290,2025-01-15,O58290_0_5551,False
220375,FB58302_0_1364,58302,2025-01-24,O58302_0_9402,False
220477,FB58326_0_3194,58326,2025-02-21,O58326_0_3675,False
220492,FB58328_0_1481,58328,2025-01-16,O58328_0_9131,False
220616,FB58361_0_7197,58361,2025-01-04,O58361_0_2062,False
220622,FB58362_0_6811,58362,2025-01-13,O58362_0_7987,False
220678,FB58375_0_1241,58375,2025-02-10,O58375_0_4389,True
220845,,58413,2025-02-02,O58413_0_7331,True
220973,FB58453_0_3382,58453,2025-01-25,O58453_0_5227,True
221074,FB58477_0_1875,58477,2025-02-11,O58477_0_6383,False
221502,FB58603_0_6853,58603,2025-02-05,O58603_0_1546,False
221558,FB58619_0_8328,58619,2025-02-03,O58619_0_1466,False
222345,FB58838_0_1953,58838,2025-02-25,O58838_0_9963,False
222666,FB58924_0_8604,58924,2025-02-06,O58924_0_4195,True
222816,FB58957_0_4884,58957,2025-02-18,,True
223602,,59181,2025-02-22,O59181_0_8334,False
223757,FB59221_0_1734,59221,2025-02-17,O59221_0_3091,False
223875,,59247,2025-01-05,O59247_0_7707,True
224055,FB59301_0_4385,59301,2025-02-07,O59301_0_1491,False
224348,FB59380_0_7687,59380,2025-02-10,O59380_0_8344,False
224623,FB59456_0_9327,59456,2025-02-27,O59456_0_2917,True
225230,FB59613_0_8248,59613,2025-01-28,O59613_0_3497,False
225329,FB59637_0_9813,59637,2025-01-14,O59637_0_3699,False
225378,FB59650_0_4450,59650,2025-01-17,O59650_0_3095,False
225410,FB59658_0_1317,59658,2025-01-20,O59658_0_2603,False
225508,FB59685_0_3259,59685,2025-02-03,O59685_0_5769,True
225527,FB59687_0_4895,59687,2025-01-14,O59687_0_9420,False
225653,FB59725_0_6377,59725,2025-02-18,O59725_0_2249,False
225690,FB59733_0_8756,59733,2025-01-23,O59733_0_6575,False
225932,FB59786_0_6985,59786,2025-01-14,O59786_0_3906,False
226480,FB59927_0_4157,59927,2025-01-16,O59927_0_8934,False
226795,FB60010_1_8565,60010,2025-02-02,O60010_1_3535,True
226827,FB60015_0_3755,60015,2025-02-25,O60015_0_5157,False
226842,FB60019_0_1875,60019,2025-01-06,O60019_0_9065,True
227222,FB60118_0_3429,60118,2025-01-26,O60118_0_8034,False
227300,FB60138_0_4138,60138,2025-01-09,O60138_0_4653,False
227323,FB60146_0_4190,60146,2025-02-04,O60146_0_5126,False
227392,FB60160_0_5705,60160,2025-02-26,O60160_0_2783,False
227640,FB60235_0_1025,60235,2025-01-06,O60235_0_3471,True
227704,FB60250_0_3501,60250,2025-02-27,O60250_0_4505,False
227863,FB60290_0_3638,60290,2025-02-05,O60290_0_1793,True
