,user_id,hashed_user_id,exp_group,event_date
276568,73051,73051,B,2025-01-24
188136,49879,49879,B,2025-01-24
67003,17856,17856,A,2025-01-24
88523,23545,23545,B,2025-01-24
255891,67633,67633,B,2025-01-24
207200,54922,54922,A,2025-01-24
260467,68861,68861,B,2025-01-24
238191,63011,63011,B,2025-01-24
251254,66413,66413,B,2025-01-24
216857,57392,57392,A,2025-01-24
101969,27112,27112,A,2025-01-24
340151,89891,89891,B,2025-01-24
159649,42330,42330,A,2025-01-24
106057,28234,28234,A,2025-01-24
18425,4873,4873,B,2025-01-24
352739,93216,93216,A,2025-01-24
109052,29037,29037,B,2025-01-24
196183,51999,51999,B,2025-01-24
66692,17776,17776,A,2025-01-24
117695,31299,31299,B,2025-01-24
37853,10096,10096,A,2025-01-24
77835,20728,20728,A,2025-01-24
172782,45780,45780,A,2025-01-24
303197,80149,80149,B,2025-01-24
29053,7725,7725,B,2025-01-24
178592,47337,47337,B,2025-01-24
145701,38676,38676,A,2025-01-24
139019,36925,36925,B,2025-01-24
77775,20714,20714,A,2025-01-24
257607,68108,68108,A,2025-01-24
210227,55692,55692,A,2025-01-24
77743,20710,20710,A,2025-01-24
220370,58302,58302,A,2025-01-24
77706,20699,20699,B,2025-01-24
113982,30325,30325,B,2025-01-24
12048,3148,3148,A,2025-01-24
88447,23525,23525,B,2025-01-24
257764,68144,68144,A,2025-01-24
352662,93195,93195,B,2025-01-24
209946,55625,55625,B,2025-01-24
77637,20679,20679,B,2025-01-24
88421,23514,23514,A,2025-01-24
37671,10045,10045,B,2025-01-24
272238,71931,71931,B,2025-01-24
67902,18090,18090,A,2025-01-24
127873,34010,34010,A,2025-01-24
210661,55810,55810,A,2025-01-24
299231,79077,79077,B,2025-01-24
172361,45669,45669,B,2025-01-24
329112,86984,86984,A,2025-01-24
105080,27959,27959,B,2025-01-24
146512,38886,38886,A,2025-01-24
96571,25669,25669,B,2025-01-24
337272,89102,89102,A,2025-01-24
362117,95741,95741,B,2025-01-24
376521,99537,99537,B,2025-01-24
89064,23676,23676,A,2025-01-24
210610,55795,55795,B,2025-01-24
95686,25429,25429,B,2025-01-24
140801,37401,37401,B,2025-01-24
3651,927,927,B,2025-01-24
6029,1542,1542,A,2025-01-24
266270,70406,70406,A,2025-01-24
69101,18404,18404,A,2025-01-24
351988,93013,93013,B,2025-01-24
69669,18550,18550,A,2025-01-24
299267,79090,79090,A,2025-01-24
15755,4141,4141,B,2025-01-24
351936,92997,92997,B,2025-01-24
272872,72095,72095,B,2025-01-24
337351,89123,89123,B,2025-01-24
285359,75393,75393,B,2025-01-24
96673,25698,25698,A,2025-01-24
340740,90038,90038,A,2025-01-24
205972,54597,54597,B,2025-01-24
179454,47580,47580,A,2025-01-24
48075,12868,12868,A,2025-01-24
160434,42548,42548,A,2025-01-24
301933,79820,79820,A,2025-01-24
356477,94222,94222,A,2025-01-24
16236,4275,4275,B,2025-01-24
102312,27212,27212,A,2025-01-24
286258,75620,75620,A,2025-01-24
171089,45326,45326,A,2025-01-24
256837,67899,67899,B,2025-01-24
146680,38935,38935,B,2025-01-24
52015,13913,13913,B,2025-01-24
163749,43390,43390,A,2025-01-24
230930,61117,61117,B,2025-01-24
120864,32159,32159,B,2025-01-24
250064,66102,66102,A,2025-01-24
319107,84350,84350,A,2025-01-24
299179,79057,79057,B,2025-01-24
269513,71248,71248,A,2025-01-24
182456,48373,48373,B,2025-01-24
291541,77035,77035,B,2025-01-24
48123,12882,12882,A,2025-01-24
299195,79065,79065,B,2025-01-24
107235,28536,28536,A,2025-01-24
112219,29849,29849,B,2025-01-24
231131,61161,61161,B,2025-01-24
314975,83253,83253,B,2025-01-24
247390,65390,65390,A,2025-01-24
51955,13896,13896,A,2025-01-24
376403,99506,99506,A,2025-01-24
228352,60431,60431,B,2025-01-24
301991,79834,79834,A,2025-01-24
367191,97076,97076,A,2025-01-24
264867,70044,70044,A,2025-01-24
69434,18491,18491,B,2025-01-24
117602,31276,31276,A,2025-01-24
236346,62536,62536,A,2025-01-24
48549,12988,12988,A,2025-01-24
75410,20090,20090,A,2025-01-24
220547,58343,58343,B,2025-01-24
202558,53689,53689,B,2025-01-24
115648,30760,30760,A,2025-01-24
228339,60425,60425,B,2025-01-24
118250,31453,31453,B,2025-01-24
146136,38791,38791,B,2025-01-24
141099,37478,37478,A,2025-01-24
241093,63760,63760,A,2025-01-24
231060,61146,61146,A,2025-01-24
202588,53696,53696,A,2025-01-24
337478,89163,89163,B,2025-01-24
163478,43318,43318,A,2025-01-24
299451,79142,79142,A,2025-01-24
357388,94475,94475,B,2025-01-24
210634,55801,55801,B,2025-01-24
225719,59742,59742,A,2025-01-24
314983,83257,83257,B,2025-01-24
163462,43314,43314,A,2025-01-24
163460,43312,43312,A,2025-01-24
208762,55315,55315,B,2025-01-24
163510,43325,43325,B,2025-01-24
337359,89126,89126,A,2025-01-24
129542,34449,34449,B,2025-01-24
29478,7857,7857,B,2025-01-24
182348,48340,48340,A,2025-01-24
280963,74262,74262,A,2025-01-24
231017,61135,61135,B,2025-01-24
40018,10680,10680,A,2025-01-24
226849,60022,60022,A,2025-01-24
29382,7829,7829,B,2025-01-24
281070,74286,74286,A,2025-01-24
140917,37433,37433,B,2025-01-24
313373,82835,82835,B,2025-01-24
163567,43341,43341,B,2025-01-24
330068,87217,87217,B,2025-01-24
127989,34041,34041,B,2025-01-24
163562,43340,43340,A,2025-01-24
69309,18452,18452,A,2025-01-24
20020,5296,5296,A,2025-01-24
51783,13838,13838,A,2025-01-24
200968,53259,53259,B,2025-01-24
350249,92533,92533,B,2025-01-24
218190,57743,57743,B,2025-01-24
375213,99212,99212,A,2025-01-24
69364,18466,18466,A,2025-01-24
362104,95737,95737,B,2025-01-24
205986,54601,54601,B,2025-01-24
160709,42620,42620,A,2025-01-24
253769,67086,67086,A,2025-01-24
243679,64438,64438,A,2025-01-24
18853,4984,4984,A,2025-01-24
141225,37511,37511,B,2025-01-24
375077,99177,99177,B,2025-01-24
48031,12857,12857,B,2025-01-24
202839,53757,53757,B,2025-01-24
179956,47713,47713,B,2025-01-24
16311,4301,4301,B,2025-01-24
367082,97052,97052,A,2025-01-24
308049,81455,81455,B,2025-01-24
107508,28614,28614,A,2025-01-24
337677,89226,89226,A,2025-01-24
259457,68581,68581,B,2025-01-24
88748,23601,23601,B,2025-01-24
375316,99239,99239,B,2025-01-24
376658,99569,99569,B,2025-01-24
290073,76619,76619,B,2025-01-24
268684,71043,71043,B,2025-01-24
68232,18175,18175,B,2025-01-24
103456,27517,27517,B,2025-01-24
124159,33024,33024,A,2025-01-24
106236,28276,28276,A,2025-01-24
314476,83128,83128,A,2025-01-24
182732,48442,48442,A,2025-01-24
68261,18184,18184,A,2025-01-24
298872,78983,78983,B,2025-01-24
27028,7172,7172,A,2025-01-24
259282,68534,68534,A,2025-01-24
274530,72536,72536,A,2025-01-24
290433,76717,76717,B,2025-01-24
76394,20349,20349,B,2025-01-24
30087,8022,8022,A,2025-01-24
47926,12827,12827,B,2025-01-24
302587,79986,79986,A,2025-01-24
309169,81755,81755,B,2025-01-24
164030,43463,43463,B,2025-01-24
357348,94465,94465,B,2025-01-24
76696,20429,20429,B,2025-01-24
20234,5348,5348,A,2025-01-24
129907,34546,34546,A,2025-01-24
261078,69035,69035,B,2025-01-24
311219,82279,82279,B,2025-01-24
290435,76718,76718,A,2025-01-24
244000,64513,64513,B,2025-01-24
6421,1643,1643,B,2025-01-24
286348,75646,75646,A,2025-01-24
76651,20418,20418,A,2025-01-24
109919,29260,29260,A,2025-01-24
76642,20414,20414,A,2025-01-24
328906,86933,86933,B,2025-01-24
362216,95767,95767,B,2025-01-24
326777,86378,86378,A,2025-01-24
320389,84684,84684,A,2025-01-24
357533,94514,94514,A,2025-01-24
232463,61514,61514,A,2025-01-24
140008,37181,37181,B,2025-01-24
172542,45718,45718,A,2025-01-24
341399,90211,90211,B,2025-01-24
164049,43469,43469,B,2025-01-24
147291,39092,39092,A,2025-01-24
76590,20401,20401,B,2025-01-24
107524,28620,28620,A,2025-01-24
258231,68271,68271,B,2025-01-24
172531,45716,45716,A,2025-01-24
226378,59901,59901,B,2025-01-24
3952,1007,1007,B,2025-01-24
328998,86955,86955,B,2025-01-24
6333,1617,1617,B,2025-01-24
52164,13954,13954,A,2025-01-24
326690,86356,86356,A,2025-01-24
160338,42518,42518,A,2025-01-24
146864,38987,38987,B,2025-01-24
322527,85243,85243,B,2025-01-24
74988,19984,19984,A,2025-01-24
88883,23635,23635,B,2025-01-24
69834,18594,18594,A,2025-01-24
127825,33992,33992,A,2025-01-24
76133,20281,20281,B,2025-01-24
145845,38712,38712,A,2025-01-24
341119,90129,90129,B,2025-01-24
29864,7969,7969,B,2025-01-24
212381,56266,56266,A,2025-01-24
163841,43413,43413,B,2025-01-24
74995,19987,19987,B,2025-01-24
206015,54612,54612,A,2025-01-24
109823,29232,29232,A,2025-01-24
349996,92478,92478,A,2025-01-24
68623,18279,18279,B,2025-01-24
222656,58923,58923,B,2025-01-24
163377,43285,43285,B,2025-01-24
361848,95671,95671,B,2025-01-24
117501,31247,31247,B,2025-01-24
88914,23643,23643,B,2025-01-24
243696,64441,64441,B,2025-01-24
179395,47560,47560,A,2025-01-24
114806,30543,30543,B,2025-01-24
286292,75628,75628,A,2025-01-24
235807,62393,62393,B,2025-01-24
230874,61099,61099,B,2025-01-24
272960,72120,72120,A,2025-01-24
241043,63749,63749,B,2025-01-24
217048,57442,57442,A,2025-01-24
182673,48425,48425,B,2025-01-24
341243,90169,90169,B,2025-01-24
217049,57443,57443,B,2025-01-24
18698,4939,4939,B,2025-01-24
356411,94205,94205,B,2025-01-24
106232,28275,28275,B,2025-01-24
275955,72906,72906,A,2025-01-24
350428,92581,92581,B,2025-01-24
356426,94208,94208,A,2025-01-24
120390,32020,32020,A,2025-01-24
139935,37160,37160,A,2025-01-24
263446,69670,69670,A,2025-01-24
367127,97062,97062,A,2025-01-24
298973,79004,79004,A,2025-01-24
29227,7781,7781,B,2025-01-24
68439,18229,18229,B,2025-01-24
218327,57779,57779,B,2025-01-24
281196,74319,74319,B,2025-01-24
375312,99237,99237,B,2025-01-24
170781,45249,45249,B,2025-01-24
188324,49921,49921,B,2025-01-24
15725,4132,4132,A,2025-01-24
145814,38705,38705,B,2025-01-24
129803,34518,34518,A,2025-01-24
145816,38706,38706,A,2025-01-24
225569,59699,59699,B,2025-01-24
301562,79734,79734,A,2025-01-24
90756,24113,24113,B,2025-01-24
148784,39481,39481,B,2025-01-24
351595,92901,92901,B,2025-01-24
101727,27049,27049,B,2025-01-24
94911,25224,25224,A,2025-01-24
319675,84494,84494,A,2025-01-24
37425,9977,9977,B,2025-01-24
311410,82335,82335,B,2025-01-24
282009,74533,74533,B,2025-01-24
311782,82429,82429,B,2025-01-24
110161,29320,29320,A,2025-01-24
11197,2903,2903,B,2025-01-24
318415,84159,84159,B,2025-01-24
297519,78622,78622,A,2025-01-24
138105,36678,36678,A,2025-01-24
124545,33118,33118,A,2025-01-24
236862,62671,62671,B,2025-01-24
165190,43754,43754,A,2025-01-24
78890,21009,21009,B,2025-01-24
109403,29124,29124,A,2025-01-24
339981,89842,89842,A,2025-01-24
353003,93289,93289,B,2025-01-24
292632,77314,77314,A,2025-01-24
245292,64845,64845,B,2025-01-24
65321,17413,17413,B,2025-01-24
251679,66536,66536,A,2025-01-24
360961,95428,95428,A,2025-01-24
128297,34124,34124,A,2025-01-24
203621,53974,53974,A,2025-01-24
65146,17358,17358,A,2025-01-24
158835,42122,42122,A,2025-01-24
324603,85801,85801,B,2025-01-24
218818,57905,57905,B,2025-01-24
252654,66806,66806,A,2025-01-24
94897,25220,25220,A,2025-01-24
280601,74170,74170,A,2025-01-24
377197,99709,99709,B,2025-01-24
292666,77322,77322,A,2025-01-24
46332,12400,12400,A,2025-01-24
199800,52945,52945,B,2025-01-24
218814,57903,57903,B,2025-01-24
233040,61664,61664,A,2025-01-24
342933,90629,90629,B,2025-01-24
149589,39691,39691,B,2025-01-24
25332,6709,6709,B,2025-01-24
13735,3598,3598,A,2025-01-24
317160,83823,83823,B,2025-01-24
183755,48705,48705,B,2025-01-24
220587,58354,58354,A,2025-01-24
5555,1409,1409,B,2025-01-24
165248,43769,43769,B,2025-01-24
342810,90597,90597,B,2025-01-24
70582,18800,18800,A,2025-01-24
196409,52060,52060,A,2025-01-24
311061,82240,82240,A,2025-01-24
370792,98032,98032,A,2025-01-24
101792,27067,27067,B,2025-01-24
78679,20953,20953,B,2025-01-24
281912,74512,74512,A,2025-01-24
120254,31980,31980,A,2025-01-24
159123,42194,42194,A,2025-01-24
297668,78666,78666,A,2025-01-24
292565,77294,77294,A,2025-01-24
243178,64305,64305,B,2025-01-24
292560,77292,77292,A,2025-01-24
170199,45090,45090,A,2025-01-24
31370,8352,8352,A,2025-01-24
281900,74508,74508,A,2025-01-24
78618,20936,20936,A,2025-01-24
314949,83245,83245,B,2025-01-24
20455,5412,5412,A,2025-01-24
70513,18782,18782,A,2025-01-24
200000,52995,52995,B,2025-01-24
225675,59732,59732,A,2025-01-24
349255,92276,92276,A,2025-01-24
138412,36755,36755,B,2025-01-24
173075,45854,45854,A,2025-01-24
301548,79730,79730,A,2025-01-24
165066,43724,43724,A,2025-01-24
256851,67904,67904,A,2025-01-24
91799,24399,24399,B,2025-01-24
130369,34675,34675,B,2025-01-24
65417,17437,17437,B,2025-01-24
96454,25642,25642,A,2025-01-24
374365,98984,98984,A,2025-01-24
110090,29305,29305,B,2025-01-24
363271,96033,96033,B,2025-01-24
292609,77307,77307,B,2025-01-24
303717,80289,80289,B,2025-01-24
115472,30716,30716,A,2025-01-24
247257,65358,65358,A,2025-01-24
178117,47192,47192,A,2025-01-24
272000,71880,71880,A,2025-01-24
138249,36710,36710,A,2025-01-24
65493,17462,17462,A,2025-01-24
367659,97197,97197,B,2025-01-24
78791,20982,20982,A,2025-01-24
159064,42182,42182,A,2025-01-24
65560,17475,17475,B,2025-01-24
48958,13103,13103,B,2025-01-24
149258,39598,39598,A,2025-01-24
37529,10008,10008,A,2025-01-24
270089,71394,71394,A,2025-01-24
300018,79290,79290,A,2025-01-24
178141,47201,47201,B,2025-01-24
31479,8380,8380,A,2025-01-24
297380,78587,78587,B,2025-01-24
324263,85703,85703,B,2025-01-24
235299,62261,62261,B,2025-01-24
210492,55763,55763,B,2025-01-24
348850,92179,92179,B,2025-01-24
201356,53353,53353,B,2025-01-24
7544,1947,1947,B,2025-01-24
311010,82229,82229,B,2025-01-24
214773,56888,56888,A,2025-01-24
142108,37747,37747,B,2025-01-24
187833,49797,49797,B,2025-01-24
90584,24066,24066,A,2025-01-24
95832,25472,25472,A,2025-01-24
221837,58696,58696,A,2025-01-24
177688,47086,47086,A,2025-01-24
40933,10936,10936,A,2025-01-24
246844,65248,65248,A,2025-01-24
165500,43837,43837,B,2025-01-24
158579,42060,42060,A,2025-01-24
49095,13140,13140,A,2025-01-24
203755,54010,54010,A,2025-01-24
205782,54546,54546,A,2025-01-24
7504,1936,1936,A,2025-01-24
79469,21155,21155,B,2025-01-24
335045,88548,88548,A,2025-01-24
183961,48762,48762,A,2025-01-24
300172,79333,79333,B,2025-01-24
74226,19776,19776,A,2025-01-24
32093,8543,8543,B,2025-01-24
49131,13146,13146,A,2025-01-24
322917,85346,85346,A,2025-01-24
144932,38476,38476,A,2025-01-24
177545,47050,47050,A,2025-01-24
241410,63844,63844,A,2025-01-24
289255,76404,76404,A,2025-01-24
173432,45951,45951,B,2025-01-24
90550,24058,24058,A,2025-01-24
297039,78490,78490,A,2025-01-24
323438,85486,85486,A,2025-01-24
177575,47057,47057,B,2025-01-24
150264,39857,39857,B,2025-01-24
114215,30395,30395,B,2025-01-24
162910,43172,43172,A,2025-01-24
64429,17163,17163,B,2025-01-24
32138,8554,8554,A,2025-01-24
279808,73961,73961,B,2025-01-24
230271,60931,60931,B,2025-01-24
16659,4399,4399,B,2025-01-24
103847,27619,27619,B,2025-01-24
214788,56892,56892,A,2025-01-24
7571,1953,1953,B,2025-01-24
24956,6611,6611,B,2025-01-24
202296,53607,53607,B,2025-01-24
275477,72785,72785,B,2025-01-24
173053,45849,45849,B,2025-01-24
212563,56312,56312,A,2025-01-24
101692,27037,27037,B,2025-01-24
321416,84952,84952,A,2025-01-24
137792,36598,36598,A,2025-01-24
13786,3611,3611,B,2025-01-24
88008,23398,23398,A,2025-01-24
297321,78569,78569,B,2025-01-24
213443,56544,56544,A,2025-01-24
201327,53344,53344,A,2025-01-24
130513,34712,34712,A,2025-01-24
318050,84062,84062,A,2025-01-24
149797,39742,39742,A,2025-01-24
309516,81848,81848,A,2025-01-24
335227,88593,88593,B,2025-01-24
203656,53983,53983,B,2025-01-24
7398,1908,1908,A,2025-01-24
65008,17323,17323,B,2025-01-24
366902,97006,97006,A,2025-01-24
74311,19793,19793,B,2025-01-24
269372,71208,71208,A,2025-01-24
261362,69119,69119,B,2025-01-24
357894,94613,94613,B,2025-01-24
367649,97193,97193,B,2025-01-24
15483,4064,4064,A,2025-01-24
112602,29947,29947,B,2025-01-24
39614,10578,10578,A,2025-01-24
348934,92203,92203,B,2025-01-24
228108,60355,60355,B,2025-01-24
372230,98423,98423,B,2025-01-24
5483,1393,1393,B,2025-01-24
149983,39784,39784,A,2025-01-24
203706,53995,53995,B,2025-01-24
196550,52096,52096,A,2025-01-24
260287,68818,68818,A,2025-01-24
37272,9932,9932,A,2025-01-24
137691,36573,36573,B,2025-01-24
206642,54766,54766,A,2025-01-24
149956,39776,39776,A,2025-01-24
343080,90672,90672,A,2025-01-24
177782,47107,47107,B,2025-01-24
246394,65133,65133,B,2025-01-24
356008,94097,94097,B,2025-01-24
102663,27306,27306,A,2025-01-24
377245,99721,99721,B,2025-01-24
199705,52918,52918,A,2025-01-24
137715,36581,36581,B,2025-01-24
137724,36584,36584,A,2025-01-24
46163,12357,12357,B,2025-01-24
370748,98019,98019,B,2025-01-24
120507,32057,32057,B,2025-01-24
149866,39761,39761,B,2025-01-24
326151,86216,86216,A,2025-01-24
316260,83594,83594,A,2025-01-24
250139,66128,66128,A,2025-01-24
271307,71708,71708,A,2025-01-24
138542,36787,36787,B,2025-01-24
100134,26617,26617,B,2025-01-24
28965,7695,7695,B,2025-01-24
335730,88719,88719,B,2025-01-24
216752,57361,57361,B,2025-01-24
252751,66828,66828,A,2025-01-24
203408,53918,53918,A,2025-01-24
245032,64769,64769,B,2025-01-24
368051,97305,97305,B,2025-01-24
111521,29668,29668,A,2025-01-24
267024,70600,70600,A,2025-01-24
210903,55878,55878,A,2025-01-24
122727,32650,32650,A,2025-01-24
66153,17634,17634,A,2025-01-24
312080,82496,82496,A,2025-01-24
209016,55378,55378,A,2025-01-24
259583,68618,68618,A,2025-01-24
377010,99658,99658,A,2025-01-24
252818,66841,66841,B,2025-01-24
276659,73076,73076,A,2025-01-24
178358,47260,47260,A,2025-01-24
210901,55876,55876,A,2025-01-24
128274,34116,34116,A,2025-01-24
31210,8311,8311,B,2025-01-24
13630,3572,3572,A,2025-01-24
281815,74482,74482,A,2025-01-24
349261,92279,92279,B,2025-01-24
163139,43218,43218,A,2025-01-24
297773,78704,78704,A,2025-01-24
301553,79731,79731,B,2025-01-24
352825,93242,93242,A,2025-01-24
51085,13667,13667,B,2025-01-24
303530,80246,80246,A,2025-01-24
148819,39490,39490,A,2025-01-24
148975,39527,39527,B,2025-01-24
340056,89865,89865,B,2025-01-24
31317,8338,8338,A,2025-01-24
173030,45847,45847,B,2025-01-24
148961,39525,39525,B,2025-01-24
342451,90493,90493,B,2025-01-24
260358,68835,68835,B,2025-01-24
268244,70920,70920,A,2025-01-24
37642,10035,10035,B,2025-01-24
31349,8348,8348,A,2025-01-24
145279,38565,38565,B,2025-01-24
99099,26330,26330,A,2025-01-24
181878,48212,48212,A,2025-01-24
194386,51523,51523,B,2025-01-24
335760,88729,88729,B,2025-01-24
53537,14304,14304,A,2025-01-24
46700,12496,12496,A,2025-01-24
11332,2943,2943,B,2025-01-24
164987,43706,43706,A,2025-01-24
303513,80239,80239,B,2025-01-24
285026,75308,75308,A,2025-01-24
325833,86131,86131,B,2025-01-24
88189,23455,23455,B,2025-01-24
46128,12347,12347,B,2025-01-25
274870,72629,72629,B,2025-01-25
197014,52210,52210,A,2025-01-25
44514,11905,11905,B,2025-01-25
235025,62190,62190,A,2025-01-25
238242,63027,63027,B,2025-01-25
11696,3047,3047,B,2025-01-25
239143,63246,63246,A,2025-01-25
163799,43403,43403,B,2025-01-25
222161,58791,58791,B,2025-01-25
348621,92118,92118,A,2025-01-25
124699,33159,33159,B,2025-01-25
287920,76052,76052,A,2025-01-25
291800,77108,77108,A,2025-01-25
292423,77258,77258,A,2025-01-25
12260,3201,3201,B,2025-01-25
354165,93592,93592,A,2025-01-25
312036,82487,82487,B,2025-01-25
40087,10701,10701,B,2025-01-25
41005,10956,10956,A,2025-01-25
40993,10953,10953,B,2025-01-25
324145,85672,85672,A,2025-01-25
120401,32025,32025,B,2025-01-25
243210,64315,64315,B,2025-01-25
49252,13178,13178,A,2025-01-25
49904,13356,13356,A,2025-01-25
290633,76777,76777,B,2025-01-25
250871,66321,66321,B,2025-01-25
287412,75927,75927,B,2025-01-25
195842,51912,51912,A,2025-01-25
41529,11095,11095,B,2025-01-25
45648,12207,12207,B,2025-01-25
163752,43391,43391,B,2025-01-25
258850,68425,68425,B,2025-01-25
42225,11287,11287,B,2025-01-25
371176,98139,98139,B,2025-01-25
321111,84879,84879,B,2025-01-25
171084,45325,45325,B,2025-01-25
46107,12342,12342,A,2025-01-25
49091,13137,13137,B,2025-01-25
170240,45104,45104,A,2025-01-25
172384,45675,45675,B,2025-01-25
94512,25118,25118,A,2025-01-25
356491,94226,94226,A,2025-01-25
13835,3624,3624,A,2025-01-25
255883,67631,67631,B,2025-01-25
97397,25882,25882,A,2025-01-25
372351,98456,98456,A,2025-01-25
212009,56160,56160,A,2025-01-25
289139,76372,76372,A,2025-01-25
174629,46274,46274,A,2025-01-25
13206,3442,3442,A,2025-01-25
168090,44517,44517,B,2025-01-25
273402,72249,72249,B,2025-01-25
11660,3035,3035,B,2025-01-25
354168,93593,93593,B,2025-01-25
238082,62981,62981,B,2025-01-25
106436,28334,28334,A,2025-01-25
54010,14434,14434,A,2025-01-25
45532,12178,12178,A,2025-01-25
349954,92469,92469,B,2025-01-25
46957,12564,12564,A,2025-01-25
224651,59463,59463,B,2025-01-25
42170,11269,11269,B,2025-01-25
50200,13436,13436,A,2025-01-25
157425,41764,41764,A,2025-01-25
284412,75159,75159,B,2025-01-25
98481,26164,26164,A,2025-01-25
320420,84693,84693,B,2025-01-25
163873,43423,43423,B,2025-01-25
122644,32625,32625,B,2025-01-25
238113,62990,62990,A,2025-01-25
250068,66105,66105,B,2025-01-25
348595,92111,92111,B,2025-01-25
326107,86203,86203,B,2025-01-25
164748,43650,43650,A,2025-01-25
251367,66451,66451,B,2025-01-25
53982,14427,14427,B,2025-01-25
50899,13624,13624,A,2025-01-25
94563,25130,25130,A,2025-01-25
258606,68358,68358,A,2025-01-25
274614,72563,72563,B,2025-01-25
193918,51402,51402,A,2025-01-25
369489,97687,97687,B,2025-01-25
356714,94285,94285,B,2025-01-25
263712,69741,69741,B,2025-01-25
370234,97884,97884,A,2025-01-25
49877,13350,13350,A,2025-01-25
46263,12381,12381,B,2025-01-25
124131,33016,33016,A,2025-01-25
243980,64508,64508,A,2025-01-25
52225,13973,13973,B,2025-01-25
353543,93418,93418,A,2025-01-25
56963,15207,15207,B,2025-01-25
370635,97992,97992,A,2025-01-25
289113,76363,76363,B,2025-01-25
55774,14887,14887,B,2025-01-25
107227,28533,28533,B,2025-01-25
158073,41938,41938,A,2025-01-25
14571,3832,3832,A,2025-01-25
320824,84805,84805,B,2025-01-25
55772,14886,14886,A,2025-01-25
94529,25125,25125,B,2025-01-25
57009,15221,15221,B,2025-01-25
157410,41759,41759,B,2025-01-25
291840,77117,77117,B,2025-01-25
10146,2628,2628,A,2025-01-25
39105,10438,10438,A,2025-01-25
44492,11900,11900,A,2025-01-25
158075,41939,41939,B,2025-01-25
193868,51386,51386,A,2025-01-25
371414,98198,98198,A,2025-01-25
39220,10469,10469,B,2025-01-25
46188,12362,12362,A,2025-01-25
195733,51882,51882,A,2025-01-25
39694,10597,10597,B,2025-01-25
43168,11543,11543,B,2025-01-25
291392,76988,76988,A,2025-01-25
350380,92571,92571,B,2025-01-25
227301,60139,60139,B,2025-01-25
357455,94493,94493,B,2025-01-25
194234,51487,51487,B,2025-01-25
12872,3355,3355,B,2025-01-25
48008,12851,12851,B,2025-01-25
350571,92615,92615,B,2025-01-25
160342,42520,42520,A,2025-01-25
165874,43943,43943,B,2025-01-25
349983,92475,92475,B,2025-01-25
49600,13267,13267,B,2025-01-25
50586,13537,13537,B,2025-01-25
351007,92740,92740,A,2025-01-25
221715,58657,58657,B,2025-01-25
285908,75532,75532,A,2025-01-25
36964,9845,9845,B,2025-01-25
369150,97587,97587,B,2025-01-25
273981,72404,72404,A,2025-01-25
16456,4345,4345,B,2025-01-25
40009,10677,10677,B,2025-01-25
162915,43174,43174,A,2025-01-25
155637,41290,41290,A,2025-01-25
214351,56780,56780,A,2025-01-25
159381,42260,42260,A,2025-01-25
351349,92832,92832,A,2025-01-25
237776,62907,62907,B,2025-01-25
196590,52107,52107,B,2025-01-25
40935,10938,10938,A,2025-01-25
287586,75967,75967,B,2025-01-25
163519,43328,43328,A,2025-01-25
123502,32852,32852,A,2025-01-25
57584,15375,15375,B,2025-01-25
196976,52202,52202,A,2025-01-25
50658,13555,13555,B,2025-01-25
196643,52121,52121,B,2025-01-25
45993,12304,12304,A,2025-01-25
286829,75764,75764,A,2025-01-25
51790,13841,13841,B,2025-01-25
351555,92889,92889,B,2025-01-25
222000,58746,58746,A,2025-01-25
348788,92164,92164,A,2025-01-25
214051,56698,56698,A,2025-01-25
310464,82093,82093,B,2025-01-25
284465,75174,75174,A,2025-01-25
316656,83693,83693,B,2025-01-25
316854,83743,83743,B,2025-01-25
235211,62238,62238,A,2025-01-25
98229,26102,26102,A,2025-01-25
263550,69701,69701,B,2025-01-25
227434,60171,60171,B,2025-01-25
273351,72235,72235,B,2025-01-25
355173,93864,93864,A,2025-01-25
168353,44589,44589,B,2025-01-25
291302,76963,76963,B,2025-01-25
54265,14500,14500,A,2025-01-25
44605,11932,11932,A,2025-01-25
16028,4216,4216,A,2025-01-25
327545,86590,86590,A,2025-01-25
108071,28773,28773,B,2025-01-25
37016,9865,9865,B,2025-01-25
316447,83644,83644,A,2025-01-25
355258,93890,93890,A,2025-01-25
317212,83835,83835,B,2025-01-25
120835,32149,32149,B,2025-01-25
37056,9878,9878,A,2025-01-25
165600,43866,43866,A,2025-01-25
9934,2574,2574,A,2025-01-25
50055,13393,13393,B,2025-01-25
157323,41734,41734,A,2025-01-25
13075,3405,3405,B,2025-01-25
55590,14830,14830,A,2025-01-25
10968,2844,2844,A,2025-01-25
317214,83836,83836,A,2025-01-25
283758,74993,74993,B,2025-01-25
12975,3380,3380,A,2025-01-25
42504,11360,11360,A,2025-01-25
123142,32764,32764,A,2025-01-25
263001,69560,69560,A,2025-01-25
157303,41730,41730,A,2025-01-25
221393,58572,58572,A,2025-01-25
292967,77407,77407,B,2025-01-25
287639,75980,75980,A,2025-01-25
12753,3326,3326,A,2025-01-25
371148,98132,98132,A,2025-01-25
243005,64257,64257,B,2025-01-25
353326,93364,93364,A,2025-01-25
169907,45017,45017,B,2025-01-25
125452,33371,33371,B,2025-01-25
97313,25865,25865,B,2025-01-25
256098,67691,67691,B,2025-01-25
196639,52119,52119,B,2025-01-25
236244,62509,62509,B,2025-01-25
162883,43165,43165,B,2025-01-25
